['Pub Dog Blonde Dog', '750ml Btl', '4.79', '', '']
['Pub Dog Brown Dog', '750ml Btl', '4.99', '', '']
['Pub Dog Raspberry Dog', '750ml Btl', '4.99', '', '']
['Pyramid Apricot Ale', '12oz Btl', '1.49', '7.99', '31.96']
['Pyramid Haywire Hefeweizen', '12oz Btl', '1.49', '7.99', '31.96']
['Pyramid Variety Pack', '12oz Btl', '', '13.99', '27.98']
['Redbridge Gluten Free Beer', '12oz Btl', '1.99', '7.99', '31.96']
['Redhook ESB (12pk-13.99)', '12oz Btl', '1.79', '6.99', '27.96']
['Redhook Late Harvest Autumn Ale', '12oz Btl', '', 'Seasonal', '']
['Redhook Long Hammer IPA (12pk-13.99)', '12oz Btl', '1.79', '6.99', '27.96']
['Redhook Pils', '12oz Btl', '1.79', '7.49', '29.96']
['Redhook Sampler Pack', '12oz Btl', '', '13.99', '27.98']
['Redhook Winterhook Winter Ale', '12oz Btl', '', 'Seasonal', '']
['River Horse Hipp-O-Lantern', '12oz Btl', '2.99', '9.99-4pk', '59.94']
['River Horse Hop Hazard Pale Ale', '12oz Btl', '1.99', '9.99', '39.96']
['River Horse Hopalotamus', '12oz Btl', '2.99', '9.99-4pk', '59.94']
['River Horse Lager', '12oz Btl', '1.99', '9.99', '39.96']
['River Horse Variety Pack', '12oz Btl', '', '17.99', '35.98']
['Rogue American Amber Ale', '12oz Btl', '2.29', '10.99', '43.96']
['Rogue Brutal IPA', '22oz Btl', '6.99', '', '']
['Rogue Captain Sig\xa1\xa6s Northwestern', '22oz Btl', '6.99', '', '']
['Rogue Chatoe OREgasmic', '22oz Btl', '6.99', '', '']
['Rogue Chipotle Ale', '22oz Btl', '6.99', '', '']
['Rogue Chocolate Stout', '22oz Btl', '6.99', '', '']
['Rogue Dad\xa1\xa6s Little Helper', '22oz Btl', '5.79', '', '']
['Rogue Dead Guy', '12oz Btl', '2.29', '10.99', '43.96']
['Rogue Dead Guy', '22oz Btl', '6.49', '', '']
['Rogue Dead Guy', '64oz Btl', '15.49', '', '']
['Rogue Double Chocolate Stout', '750ml Btl', '12.99', '', '']
['Rogue Double Dead Guy Ale', '22oz Btl', '11.99', '', '']
['Rogue Hazelnut Brown Nectar', '22oz Btl', '6.99', '', '']
['Rogue Irish Style Lager', '22oz Btl', '5.79', '', '']
['Rogue John John Dead Guy', '22oz Btl', '9.99', '', '']
['Rogue John John Hazelnut', '22oz Btl', '9.99', '', '']
['Rogue John John Juniper', '22oz Btl', '9.99', '', '']
['Rogue Juniper Pale Ale', '12oz Btl', '2.29', '10.99', '43.96']
['Rogue Mocha Porter', '22oz Btl', '5.79', '', '']
['Rogue Mocha Porter', '12oz Btl', '2.29', '10.99', '43.96']
['Rogue Mogul Madness Ale', '22oz Btl', '6.99', '', '']
['Rogue Morimoto Imperial Pilsner', '750ml Btl', '18.99', '', '']
['Rogue Morimoto Soba Ale', '22oz Btl', '6.99', '', '']
['Rogue Red Fox', '12oz Btl', '2.99', '', '']
['Rogue Santa\xa1\xa6s Private Reserve Ale', '12oz Btl', '', 'Seasonal', '']
['Rogue Shakespeare Oatmeal Stout', '22oz Btl', '6.99', '', '']
['Rogue Somer Orange Honey Ale', '22oz Btl', '5.99', '', '']
['Rogue St. Rogue Red Ale', '12oz Btl', '2.49', '12.99', '51.96']
['Rogue XS Imperial India Pale Ale', '750ml Btl', '15.99', '', '']
['Sam Adams Light (12pk-13.49)', '12oz Btl', '1.99', '7.49', '26.98']
['Samuel Adams Black Lager', '12oz Btl', '1.99', '8.49', '33.96']
['Samuel Adams Blackberry Witbier', '12oz Btl', '1.99', '7.49', '29.96']
['Samuel Adams Boston Ale', '12oz Btl', '1.99', '7.49', '29.96']
['Samuel Adams Boston Lager (12pk-13.49)', '12oz Btl', '1.99', '7.49', '26.98']
['Samuel Adams Brewmaster\xa1\xa6s Clctn', '12oz Btl', '', '7.49', '29.96']
['Samuel Adams Cherry Wheat', '12oz Btl', '1.49', '7.49', '29.96']
['Samuel Adams Coastal Wheat', '12oz Btl', '1.49', '7.99', '31.96']
['Samuel Adams Cream Stout', '12oz Btl', '1.99', '7.49', '29.96']
['Samuel Adams Double Bock', '12oz Btl', '2.99', '9.49-4pk', '56.94']
['Samuel Adams Harvest Pumpkin Ale', '12oz Btl', '1.99', '7.99', '31.96']
['Samuel Adams Imperial Stout', '12oz Btl', '2.99', '9.49-4pk', '56.94']
['Samuel Adams Imperial White', '12oz Btl', '2.99', '9.49-4pk', '56.94']
['Samuel Adams Irish Red Ale', '12oz Btl', '1.99', '7.49', '29.96']
['Samuel Adams Latitude 48 IPA', '12oz Btl', '1.49', '7.99', '31.96']
['Samuel Adams Latitude 48 IPA', '22oz Btl', '1.49', '', '']
['Samuel Adams OctoberFest', '12oz Btl', '', 'Seasonal', '']
['Samuel Adams Wee Heavy', '12oz Btl', '2.49', '9.49-4pk', '56.94']
['Samuel Adams Winter Lager', '12oz Btl', '', 'Seasonal', '']
['Saranac Adirondack Lager', '12oz Btl', '1.49', '6.99', '27.96']
['Saranac Adirondack Trail Mix (12pk-11.99)', '12oz Btl', '1.49', '6.99', '23.98']
['Saranac Black & Tan', '12oz Btl', '1.49', '6.99', '27.96']
['Saranac Black Forest', '12oz Btl', '1.49', '6.99', '27.96']
['Saranac Caramel Porter', '12oz Btl', '1.49', '7.49', '29.96']
['Saranac Imperial IPA', '12oz Btl', '1.99', '7.99', '31.96']
['Saranac India Pale Ale', '12oz Btl', '', 'Seasonal', '']
['Saranac Octoberfest', '12oz Btl', '', 'Seasonal', '']
['Saranac Pale Ale (12pk-12.99)', '12oz Btl', '1.49', '6.99', '25.98']
['Saranac Pomegranate Wheat', '12oz Btl', '1.49', '7.99', '31.96']
['Saranac Pumpkin Ale', '12oz Btl', '1.49', '6.99', '27.96']
['Schla y Barrel Aged Imprl. Stout', '750ml Btl', '12.99', '', '']
['Schla y Dry Hopped APA', '12oz Btl', '1.99', '8.99', '35.96']
['Schla y Kolsch', '12oz Btl', '1.59', '8.99', '35.96']
['Schla y Oktoberfest', '12oz Btl', '', 'Seasonal', '']
['Schla y Pumpkin Ale', '12oz Btl', '2.29', '10.99', '43.96']
['Schla y Summer Lager', '12oz Btl', '', 'Seasonal', '']
['Schla y Tripel Ale', '750ml Btl', '10.99', '', '']
['Scuttlebutt Gale Force IPA', '22oz Btl', '3.99', '', '']
['Scuttlebutt Gale Force IPA', '12oz Btl', '1.79', '7.99', '31.96']
['Scuttlebutt Homeport Blonde', '22oz Btl', '3.99', '', '']
['Scuttlebutt Weizen Bock', '22oz Btl', '3.99', '', '']
['Sea Dog Apricot Wheat Ale', '12oz Btl', '1.79', '7.99', '31.96']
['Sea Dog Blue Paw Blueberry Wheat', '12oz Btl', '1.79', '7.99', '31.96']
['Sea Dog Old East India Pale Ale', '12oz Btl', '1.79', '7.99', '31.96']
['Sea Dog Raspberry Wheat Ale', '12oz Btl', '1.79', '7.99', '31.96']
['Shiner 102 Double Wheat', '12oz Btl', '1.29', '5.99', '23.96']
['Shiner Bock (12pk-11.49)', '12oz Btl', '1.29', '5.99', '22.98']
['Shiner Bohemian Black Lager', '12oz Btl', '1.29', '5.99', '23.96']
['Shiner Family Reunion (12pk-11.49)', '12oz Btl', '', '5.99', '22.98']
['Shiner Hefeweizen', '12oz Btl', '1.29', '5.99', '23.96']
['Shiner Holiday Cheer', '12oz Btl', '', 'Seasonal', '']
['Shiner Oktoberfest', '12oz Btl', '', 'Seasonal', '']
['Shipyard Captain\xa1\xa6s Collection', '12oz Btl', '', '16.99', '33.98']
['Shipyard Double Old Thumper', '22oz Btl', '9.99', '', '']
['Shipyard Export Ale', '12oz Btl', '2.29', '8.99', '35.96']
['Shipyard IPA', '12oz Btl', '2.29', '8.99', '35.96']
['Shipyard Pugsley\xa1\xa6s Barley Wine Ale', '22oz Btl', '9.99', '', '']
['Shipyard Pugsley\xa1\xa6s Smashed Pumpkin', '22oz Btl', '5.99', '', '']
['Shipyard Pumpkinhead Ale', '12oz Btl', '', 'Seasonal', '']
['Shipyard Ringwood Old Thumper', '12oz Btl', '2.29', '8.99', '35.96']
['Shock Top Belgian White Ale', '22oz Btl', '2.49', '', '']
['Shock Top Belgian White Ale', '12oz Can', '', '10.99-12\x01', '\x021.98']
['Shock Top Belgian White Ale', '12oz Btl', '', 'Seasonal', '']
['Shock Top Pumpkin Wheat', '12oz Btl', '1.49', '6.99', '27.96']
['Shock Top Raspberry Wheat', '12oz Btl', '1.49', '6.99', '27.96']
['Sierra Nevada Beer Camp Variety Pk', '12oz Btl', '', '19.99', '39.98']
['Sierra Nevada Celebration Ale', '12oz Btl', '', 'Seasonal', '']
['Sierra Nevada Dog sh Life & Limb', '750ml Btl', '9.99', '', '']
['Sierra Nevada Kellerweis', '12oz Btl', '1.49', '6.99', '27.96']
['Sierra Nevada N.Hemisphere Harvest', '24oz Btl', '6.99', '', '']
['Sierra Nevada Pale Ale (12pk-12.99)', '12oz Btl', '1.49', '6.99', '25.98']
['Sierra Nevada Porter', '12oz Btl', '1.49', '6.99', '27.96']
['Sierra Nevada S.Hemisphere Harvest', '24oz Btl', '6.49', '', '']
['Sierra Nevada Stout', '12oz Btl', '1.49', '6.99', '27.96']
['Sierra Nevada Torpedo Extra IPA (12pk-12.99)', '12oz Btl', '1.49', '6.99', '25.98']
['Sierra Nevada Tumbler Autumn Brown', '12oz Btl', '1.99', '7.99', '31.96']
['Sierra Nevada Tumbler Autumn Brown', '12oz Btl', '', '14.99', '29.98']
['Sixpoint Bengali Tiger IPA', '16oz Can', '2.49', '8.99-4pk', '53.94']
['Sixpoint Righteous Rye', '16oz Can', '2.49', '8.99-4pk', '53.94']
['Sixpoint Sweet Action', '16oz Can', '2.49', '8.99-4pk', '53.94']
['Smuttynose Baltic Porter', '22oz Btl', '5.99', '', '']
['Smuttynose Big A IPA', '12oz Btl', '2.99', '10.99-4pk', '65.94']
['Smuttynose Farmhouse Ale', '22oz Btl', '5.99', '', '']
['Smuttynose IPA', '12oz Btl', '1.79', '8.99', '35.96']
['Smuttynose IPA', '12oz Btl', '', '15.99', '31.98']
['Smuttynose Mai Bock', '22oz Btl', '5.99', '', '']
['Smuttynose Old Brown Dog Ale', '12oz Btl', '1.79', '8.99', '35.96']
['Smuttynose Old Brown Dog Ale', '12oz Btl', '', '15.99', '31.98']
['Smuttynose Pumpkin Ale (12pk-14.99)', '12oz Btl', '1.49', '7.99', '29.98']
['Smuttynose Robust Porter', '12oz Btl', '1.79', '7.99', '31.96']
['Smuttynose Shoals Pale Ale', '12oz Btl', '1.79', '8.99', '35.96']
['Smuttynose Star Island Single', '12oz Btl', '1.79', '8.99', '35.96']
['Smuttynose Summer Weizen', '12oz Btl', '', 'Seasonal', '']
['Smuttynose Variety Pack', '12oz Btl', '', '15.99', '31.98']
['Smuttynose Winter Ale', '12oz Btl', '', 'Seasonal', '']
['Southampton Double White Ale', '12oz Btl', '2.49', '8.99', '35.96']
['Southampton IPA', '12oz Btl', '2.49', '8.99', '35.96']
['Southampton Pumpkin Ale', '12oz Btl', '1.99', '8.99', '35.96']
['Southern Tier 2X IPA', '12oz Btl', '1.99', '9.99', '39.96']
['Southern Tier 422 Pale Wheat Ale', '12oz Btl', '1.79', '8.99', '35.96']
['Southern Tier Harvest Special Ale', '12oz Btl', '1.79', '8.99', '35.96']
['Southern Tier Hoppe', '22oz Btl', '6.99', '', '']
['Southern Tier Iniquity Imp Blk Ale', '22oz Btl', '6.99', '', '']
['Southern Tier IPA', '12oz Btl', '1.79', '8.99', '35.96']
['Southern Tier Old Man Winter Ale', '12oz Btl', '', 'Seasonal', '']
['Southern Tier Phin & Matt\xa1\xa6s', '12oz Btl', '1.79', '8.99', '35.96']
['Southern Tier Unearthly Imprl. IPA', '22oz Btl', '6.99', '', '']
['Starr Hill Amber Ale', '12oz Btl', '1.49', '7.99', '31.96']
['Starr Hill Box Car Pumpkin Porter', '12oz Btl', '1.49', '7.99', '31.96']
['Starr Hill Box Set', '12oz Btl', '', '15.99', '31.98']
['Starr Hill Dark Starr Stout', '12oz Btl', '1.79', '7.99', '31.96']
['Starr Hill Double Platinum', '12oz Btl', '2.49', '11.99', '47.96']
['Starr Hill Festie Amber Lager', '12oz Btl', '', 'Seasonal', '']
['Starr Hill Jomo Lager', '12oz Btl', '1.79', '7.99', '31.96']
['Yards Gen Washington\xa1\xa6s Porter', '12oz Btl', '1.49', '8.49', '33.96']
['Yards India Pale Ale', '12oz Btl', '1.49', '8.49', '33.96']
['Yards Philadelphia Pale Ale', '12oz Btl', '1.49', '8.49', '33.96']
['Yards Thomas Jefferson\xa1\xa6s Ale', '12oz Btl', '1.49', '8.49', '33.96']
['Yuengling Black & Tan (12pk-8.99)', '12oz Btl', '1.29', '4.99', '17.98']
['Yuengling Black & Tan', '12oz Can', '', '8.99-12pk', '17.98']
['Yuengling Light Lager', '12oz Can', '', '', '15.49']
['Yuengling Light Lager', '12oz Can', '', '8.99-12pk', '17.98']
['Yuengling Light Lager (12pk-8.99)', '12oz Btl', '1.29', '4.99', '17.98']
['Yuengling Lord Chester eld Ale', '12oz Btl', '1.29', '5.49', '21.96']
['Yuengling Porter', '12oz Btl', '1.29', '5.99', '23.96']
['Yuengling Traditional Lager (12pk-8.99)', '12oz Btl', '1.29', '4.99', '17.98']
['Yuengling Traditional Lager', '12oz Can', '', '', '15.49']
['Yuengling Traditional Lager', '12oz Can', '', '8.99-12pk', '17.98']
['Yuengling Traditional Lager 22oz', '22oz Btl', '1.79', '', '']
['Yuengling Variety Pack', '12oz Btl', '', '', '18.99']
['Starr Hill Northern Lights', '12oz Btl', '1.79', '7.99', '31.96']
['Starr Hill The Love', '12oz Btl', '1.79', '7.99', '31.96']
['Stillwater Cellar Door', '750ml Btl', '10.99', '', '']
['Stillwater Mikkeller Collaboration', '750ml Btl', '11.99', '', '']
['Stillwater Stateside Saison', '750ml Btl', '10.99', '', '']
['Stillwater/Brewer\xa1\xa6s Art Debutante', '750ml Btl', '11.99', '', '']
['Stone Anniversary Ale', '22oz Btl', '6.99', '', '']
['Stone Arrogant Bastard Ale', '22oz Btl', '4.99', '', '']
['Stone Belgo Anise Imprl Rusn Stout', '22oz Btl', '6.49', '', '']
['Stone Double Bastard Ale', '22oz Btl', '6.49', '', '']
['Stone Imperial Russian Stout', '22oz Btl', '5.99', '', '']
['Stone IPA (India Pale Ale)', '12oz Btl', '2.49', '9.99', '39.96']
['Stone IPA (India Pale Ale)', '22oz Btl', '4.99', '', '']
['Stone Levitation Ale', '12oz Btl', '2.49', '10.99', '43.96']
['Stone Old Guardian Barley Wine Ale', '22oz Btl', '6.99', '', '']
['Stone Pale Ale', '12oz Btl', '2.49', '10.99', '43.96']
['Stone Ruination IPA', '12oz Btl', '2.99', '16.99', '67.96']
['Stone Ruination IPA', '22oz Btl', '6.99', '', '']
['Stone Smoked Porter', '22oz Btl', '4.99', '', '']
['Stone Sublimely Self-Righteous Ale', '22oz Btl', '6.99', '', '']
['Stoudts American Pale Ale', '12oz Btl', '2.29', '8.99', '35.96']
['Stoudts Double IPA', '12oz Btl', '2.99', '14.49', '57.96']
['Stoudts Fat Dog Imperial Stout', '12oz Btl', '2.99', '14.49', '57.96']
['Stoudts Heifer-in-Wheat', '12oz Btl', '1.99', '10.49', '41.96']
['Stoudts Karnival Kolsch', '12oz Btl', '1.99', '10.99', '43.96']
['Stoudts Oktoberfest', '12oz Btl', '', 'Seasonal', '']
['Stoudts Revel Red Ale', '12oz Btl', '', 'Seasonal', '']
['Stoudts Scarlet Lady Ale ESB', '12oz Btl', '2.29', '8.99', '35.96']
['The Bruery Autumn Maple', '750ml Btl', '12.49', '', '']
['The Bruery Saison Rue', '750ml Btl', '12.99', '', '']
['The Raven Special Lager', '12oz Btl', '2.29', '8.99', '35.96']
['Tommyknocker Butt Head Bock Lager', '12oz Btl', '2.49', '10.99', '43.96']
['Tommyknocker Jack Whacker Wheat', '12oz Btl', '2.49', '10.99', '43.96']
['Troegs Dead Reckoning Porter', '12oz Btl', '1.79', '9.99', '39.96']
['Troegs DreamWeaver Wheat', '12oz Btl', '1.79', '8.49', '33.96']
['Troegs Flying Mou an', '22oz Btl', '6.99', '', '']
['Troegs Hopback Amber Ale', '12oz Btl', '1.79', '8.49', '33.96']
['Troegs Java Head Stout', '22oz Btl', '5.99', '', '']
['Troegs Java Head Stout', '12oz Btl', '1.99', '8.99', '35.96']
['Troegs Pale Ale', '12oz Btl', '1.79', '8.49', '33.96']
['Troegs Perpetual IPA', '22oz Btl', '4.99', '', '']
['Troegs Sunshine Pils', '12oz Btl', '1.49', '8.99', '35.96']
['Troegs The Mad Elf Holiday Ale', '12oz Btl', '', 'Seasonal', '']
['Troegs The Mad Elf Holiday Ale', 'Gift', '', 'Seasonal', '']
['Troegs The Mad Elf Holiday Ale', '3L Btl', '', 'Seasonal', '']
['Troegs Troegenator Double Bock', '12oz Btl', '1.99', '8.99', '35.96']
['Troegs Troegenator Double Bock', '22oz Btl', '4.49', '', '']
['Tuppers\xa1\xa6 Hop Pocket Ale', '12oz Btl', '2.99', '9.99-4pk', '59.94']
['Tuppers\xa1\xa6 Hop Pocket Pils', '12oz Btl', '2.99', '9.99-4pk', '59.94']
['Uinta Anniversary Barley Wine', '12oz Btl', '2.79', '9.99-4pk', '59.94']
['Uinta Four + Wyld', '12oz Btl', '1.69', '8.99', '35.96']
['Uinta Four+ Sum\xa1\xa6r', '12oz Btl', '1.99', '8.99', '35.96']
['Uinta Labyrinth Black Ale', '750ml Btl', '13.99', '', '']
['Victory Festbier', '12oz Btl', '1.79', '8.49', '33.96']
['Victory Golden Monkey Ale', '12oz Btl', '1.99', '10.99', '43.96']
['Victory Golden Monkey Ale', '750ml Btl', '6.99', '', '']
['Victory Hop Wallop', '12oz Btl', '1.99', '10.99', '43.96']
['Victory HopDevil Ale', '12oz Btl', '1.79', '8.99', '35.96']
['Victory Lager', '12oz Btl', '1.79', '8.99', '35.96']
['Victory Moonglow Weizenbock', '12oz Btl', '2.49', '11.99', '47.96']
['Victory Old Horizontal', '12oz Btl', '2.95', '13.99', '55.96']
['Victory Prima Pils', '12oz Btl', '1.79', '8.99', '35.96']
['Victory Sampler Pack', '12oz Btl', '', '17.99', '35.98']
['Victory St Boisterous', '12oz Btl', '2.49', '12.99', '51.96']
['Victory Storm King Imperial Stout', '12oz Btl', '1.99', '10.99', '43.96']
['Victory V-Twelve', '750ml Btl', '8.99', '', '']
['Victory Wild Devil Ale', '750ml Btl', '8.99', '', '']
['Victory Yakima Glory Ale', '12oz Btl', '2.49', '11.99', '47.96']
['Weyerbacher Anniversary Beer', '12oz Btl', '3.49', '13.49-4pk', '80.94']
['Weyerbacher Autumn Fest', '12oz Btl', '', 'Seasonal', '']
['Weyerbacher Blithering Idiot', '12oz Btl', '2.99', '10.99-4pk', '65.94']
['Weyerbacher Double Simcoe IPA', '750ml Btl', '7.99', '', '']
['Weyerbacher Double Simcoe IPA', '12oz Btl', '2.99', '10.99-4pk', '65.94']
['Weyerbacher Hops Infusion', '12oz Btl', '1.89', '9.99', '39.96']
['Weyerbacher Merry Monks\xa1\xa6 Ale', '12oz Btl', '2.99', '11.99', '47.96']
['Weyerbacher Old Heathen Stout', '12oz Btl', '2.29', '11.99', '47.96']
['Weyerbacher QUAD', '12oz Btl', '2.99', '10.99-4pk', '65.94']
['Weyerbacher Tiny', '750ml Btl', '7.99', '', '']
['Weyerbacher Verboten', '12oz Btl', '1.89', '9.99', '39.96']
['Widmer Drifter Pale Ale', '12oz Btl', '1.79', '7.49', '29.96']
['Widmer Hefeweizen (12pk-15.99)', '12oz Btl', '1.79', '7.49', '29.96']
['Widmer OKTO Festive Ale', '12oz Btl', '', 'Seasonal', '']
['Wild Blue Blueberry Lager', '12oz Btl', '1.99', '7.99', '31.96']
['Williamsburg AleWerks Pale Ale', '12oz Btl', '1.99', '9.49', '37.96']
['Williamsburg Alewerks Red Marker', '12oz Btl', '1.99', '9.49', '37.96']
['Williamsburg AleWerks Wash. Porter', '12oz Btl', '1.99', '9.49', '37.96']
['Williamsburg Alewerks Werkspack', '12oz Btl', '', '17.49', '34.98']
['Wolaver\xa1\xa6s India Pale Ale', '12oz Btl', '2.29', '8.99', '35.96']
['Wolaver\xa1\xa6s Variety Pack', '12oz Btl', '', '17.99', '35.98']
['Yards Brawler', '12oz Btl', '1.49', '8.49', '33.96']
['Ace Apple Cider', '12oz Btl', '1.99', '10.99', '43.96']
['Ace Joker Dry Hard Cider', '12oz Btl', '', '10.99', '43.96']
['Ace Pear Cider', '12oz Btl', '1.99', '10.99', '43.96']
['Crispin Brownslane English Dry Cid', '16oz Can', '', '8.99-4pk', '53.94']
['Crispin Cider Landsdown', '22oz Btl', '4.99', '', '']
['Crispin Cider The Saint', '22oz Btl', '5.99', '', '']
['Crispin Honey Cider', '22oz Btl', '4.99', '', '']
['Crispin Original Cider', '12oz Btl', '1.99', '7.49-4pk', '44.94']
['Doc\xa1\xa6s Draft Hard Apple Cider', '22oz Btl', '4.99', '', '']
['Doc\xa1\xa6s Draft Hard Doc\xa1\xa6s Framboise', '22oz Btl', '5.99', '', '']
['Doc\xa1\xa6s Draft Hard Pear Cider', '22oz Btl', '4.99', '', '']
['HardCore Crisp Hard Cider', '12oz Btl', '1.79', '7.99', '31.96']
['Hornsby\xa1\xa6s Amber Draft Cider', '12oz Btl', '1.79', '7.99', '31.96']
['Hornsby\xa1\xa6s Crisp Apple Cider', '12oz Btl', '1.79', '7.99', '31.96']
['JK\xa1\xa6s Scrumpy Hard Cider', '22oz Btl', '5.99', '', '']
['Kerisac Cider', '750ml Btl', '6.99', '', '']
['Magners Irish Cider', '12oz Btl', '1.99', '9.99', '39.96']
['Magners Irish Pear Cider', '11oz Btl', '2.29', '7.49-4pk', '44.94']
['Original Sin Hard Cider', '12oz Btl', '1.59', '8.99', '35.96']
['Spire Mtn Apple Draft Cider', '12oz Btl', '1.99', '7.99', '31.96']
['Spire Mtn Dark & Dry Draft Cider', '12oz Btl', '1.99', '7.99', '31.96']
['Spire Mtn Dark & Dry Draft Cider', '22oz Btl', '3.99', '', '']
['Spire Mtn Pear Draft Cider', '12oz Btl', '1.99', '7.99', '31.96']
['Strongbow Cider', '11oz Btl', '1.99', '8.49', '33.96']
['Strongbow Cider', '16.9oz Btl', '', '8.49-4pk', '50.94']
['Woodchuck Cider Amber (12pk-13.99)', '12oz Btl', '1.49', '6.99', '27.96']
['Woodchuck Cider Dark', '12oz Btl', '1.49', '6.99', '27.96']
['Woodchuck Cider Variety Pack', '12oz Btl', '', '13.99', '27.98']
['Woodchuck Fall Cider', '12oz Btl', '1.79', '7.99', '31.96']
['Woodchuck Granny Smith', '12oz Btl', '1.49', '6.99', '27.96']
['Woodchuck Pear', '12oz Btl', '1.49', '6.99', '27.96']
['Woodchuck Pumpkin Private Reserve', '12oz Btl', '1.99', '9.99', '39.96']
['Woodchuck Raspberry', '12oz Btl', '1.49', '6.99', '27.96']
['Woodchuck Winter Cider', '12oz Btl', '1.79', '7.99', '31.96']
['Bacardi Silver Lemonade', '12oz Btl', '1.49', '6.99', '27.96']
['Bacardi Silver Mojito', '12oz Btl', '1.49', '6.99', '27.96']
['Bacardi Silver Sangria', '12oz Btl', '1.49', '6.99', '27.96']
['Jeremiah Weed Lightning Lemonade', '12oz Can', '', '7.99', '31.96']
['Margaritaville Spiked Lemonade', '12oz Btl', '', '6.49', '25.96']
['Mike\xa1\xa6s Classic Margarita Lime', '11oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Black Cherry', '12oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Cranberry Lemonade (12pk-12.99)', '12oz Btl', '1.79', '6.99', '25.98']
['Mike\xa1\xa6s Hard Cranbry Lemonade Lt', '12oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Fruit Punch', '11oz Btl', '', '6.99', '27.96']
['Mike\xa1\xa6s Hard Iced Tea', '12oz Btl', '1.49', '7.49', '29.96']
['Mike\xa1\xa6s Hard Lemonade (12pk-12.99)', '12oz Btl', '1.79', '6.99', '25.98']
['Mike\xa1\xa6s Hard Lemonade Light', '12oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Lemonade Marg Fiesta', '11oz Btl', '', '', '26.99']
['Mike\xa1\xa6s Hard Limeade (12pk-12.99)', '12oz Btl', '1.79', '6.99', '25.98']
['Mike\xa1\xa6s Hard Mango Punch', '12oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Pink Lemonade', '12oz Btl', '1.79', '7.49', '29.96']
['Mike\xa1\xa6s Hard Raspberry Lemonade', '12oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Hard Variety Pack', '12oz Btl', '', '12.99', '25.98']
['Mike\xa1\xa6s Peach Margarita', '11oz Btl', '1.79', '6.99', '27.96']
['Mike\xa1\xa6s Raspberry Margarita', '11oz Btl', '1.79', '6.99', '27.96']
['Parrot Bay Strawberry Daiquiri', '11oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Blueberry Lemonade', '11oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Classic Lemonade', '11oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Cranberry Lime', '11oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Ice (12pk-12.99)', '12oz Btl', '1.49', '7.49', '25.98']
['Smirnoff Ice Cherry Lime', '11oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Ice Mango', '12oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Ice Pineapple', '12oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Ice Triple Black (12pk-12.99)', '12oz Btl', '1.49', '7.49', '25.98']
['Smirnoff Mixed Drinks Variety Pack', '12oz Btl', '', '12.99', '25.98']
['Smirnoff on the Rocks Cran Lime', '1L Btl', '5.99', '', '']
['Smirnoff Twisted V Green Apple', '12oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Twisted V Raspberry', '12oz Btl', '1.49', '7.49', '29.96']
['Smirnoff Twisted V Wild Grape', '12oz Btl', '1.49', '7.49', '29.96']
['Twisted Raspberry Tea', '12oz Btl', '', '7.99', '31.96']
['Twisted Tea (12pk-15.49)', '12oz Btl', '1.49', '7.99', '30.98']
['Twisted Tea', '12oz Can', '', '10.99-12\x01', '\x021.98']
['Twisted Tea Backyard Batch', '12oz Btl', '1.49', '7.99', '31.96']
['Twisted Tea Half & Half (12pk-15.49)', '12oz Btl', '1.49', '7.99', '30.98']
['Twisted Tea Light', '12oz Btl', '1.49', '7.99', '31.96']
['Twisted Tea Midnight', '12oz Btl', '1.49', '7.99', '31.96']
['Twisted Tea Peach', '12oz Btl', '1.49', '7.99', '31.96']
['Bartles & Jaymes Berry', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Fuzzy Navel', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Margarita', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Mojito', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Pina Colada', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Raspberry Pomegra', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Sangria', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Bartles & Jaymes Strawberry Daiq', '12oz Btl', '1.99', '4.29-4pk', '25.74']
['Jack Daniels Black Jack Cola', '10oz Btl', '1.49', '7.49', '29.96']
['Jack Daniels Downhome Punch', '10oz Btl', '1.49', '7.49', '29.96']
['Jack Daniels Lynchburg Lemonade', '10oz Btl', '1.49', '7.49', '29.96']
